Type,SKU,Name,Published,Visibility in catalog,Description,Sale price,Regular price,Categories,Images,Parent,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 3 default,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 4 default
variation,RING-00059-Rose Gold-Lab Grown-10 Kt,Luxe Willow Three Stone Diamond Engagement Ring,1,visible,,807.6,928.2166802333128,,https://image.brilliantearth.com/media/diamond_ring_vto/FC/BE1D590_rose_Round_top_2_carat.png,RING-00059,Composition,10 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,Rose Gold,1,1,
variation,RING-00059-Rose Gold-Natural-10 Kt,Luxe Willow Three Stone Diamond Engagement Ring,1,visible,,16710.6,20630.90708804487,,https://image.brilliantearth.com/media/diamond_ring_vto/FC/BE1D590_rose_Round_top_2_carat.png,RING-00059,Composition,10 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Rose Gold,1,1,
variation,RING-00059-Yellow Gold-Lab Grown-14 Kt,Luxe Willow Three Stone Diamond Engagement Ring,1,visible,,879.8,1141.4329483032907,,https://image.brilliantearth.com/media/diamond_ring_vto/C3/BE1D590_yellow_Round_top_2_carat.png,RING-00059,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,Yellow Gold,1,1,
variation,RING-00059-Yellow Gold-Natural-14 Kt,Luxe Willow Three Stone Diamond Engagement Ring,1,visible,,16782.8,19505.943089852208,,https://image.brilliantearth.com/media/diamond_ring_vto/C3/BE1D590_yellow_Round_top_2_carat.png,RING-00059,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Yellow Gold,1,1,
variation,RING-00059-White Gold-Lab Grown-14 Kt,Luxe Willow Three Stone Diamond Engagement Ring,1,visible,,879.8,1033.7820937721417,,https://image.brilliantearth.com/media/diamond_ring_vto/I5/BE1D590_white_Round_top_2_carat.png,RING-00059,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,White Gold,1,1,
variation,RING-00059-White Gold-Natural-14 Kt,Luxe Willow Three Stone Diamond Engagement Ring,1,visible,,16782.8,20410.739889995624,,https://image.brilliantearth.com/media/diamond_ring_vto/I5/BE1D590_white_Round_top_2_carat.png,RING-00059,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,White Gold,1,1,
variation,RING-00059-Rose Gold-Lab Grown-14 Kt,Luxe Willow Three Stone Diamond Engagement Ring,1,visible,,879.8,1118.8513974081122,,https://image.brilliantearth.com/media/diamond_ring_vto/FC/BE1D590_rose_Round_top_2_carat.png,RING-00059,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,Rose Gold,1,1,
variation,RING-00059-Rose Gold-Natural-14 Kt,Luxe Willow Three Stone Diamond Engagement Ring,1,visible,,16782.8,20342.361437870863,,https://image.brilliantearth.com/media/diamond_ring_vto/FC/BE1D590_rose_Round_top_2_carat.png,RING-00059,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Rose Gold,1,1,
variation,RING-00059-Yellow Gold-Lab Grown-18 Kt,Luxe Willow Three Stone Diamond Engagement Ring,1,visible,,940.6,1158.499169680755,,https://image.brilliantearth.com/media/diamond_ring_vto/C3/BE1D590_yellow_Round_top_2_carat.png,RING-00059,Composition,18 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,Yellow Gold,1,1,
variation,RING-00059-Yellow Gold-Natural-18 Kt,Luxe Willow Three Stone Diamond Engagement Ring,1,visible,,16843.6,21308.03281649857,,https://image.brilliantearth.com/media/diamond_ring_vto/C3/BE1D590_yellow_Round_top_2_carat.png,RING-00059,Composition,18 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Yellow Gold,1,1,
variation,RING-00059-White Gold-Lab Grown-18 Kt,Luxe Willow Three Stone Diamond Engagement Ring,1,visible,,940.6,1054.0619509276987,,https://image.brilliantearth.com/media/diamond_ring_vto/I5/BE1D590_white_Round_top_2_carat.png,RING-00059,Composition,18 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,White Gold,1,1,
variation,RING-00059-White Gold-Natural-18 Kt,Luxe Willow Three Stone Diamond Engagement Ring,1,visible,,16843.6,19479.23067830353,,https://image.brilliantearth.com/media/diamond_ring_vto/I5/BE1D590_white_Round_top_2_carat.png,RING-00059,Composition,18 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,White Gold,1,1,
variation,RING-00059-Rose Gold-Lab Grown-18 Kt,Luxe Willow Three Stone Diamond Engagement Ring,1,visible,,940.6,1101.0183385146588,,https://image.brilliantearth.com/media/diamond_ring_vto/FC/BE1D590_rose_Round_top_2_carat.png,RING-00059,Composition,18 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,Rose Gold,1,1,
variation,RING-00059-Rose Gold-Natural-18 Kt,Luxe Willow Three Stone Diamond Engagement Ring,1,visible,,16843.6,20163.327015370025,,https://image.brilliantearth.com/media/diamond_ring_vto/FC/BE1D590_rose_Round_top_2_carat.png,RING-00059,Composition,18 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Rose Gold,1,1,
variable,RING-00060,Chamise Diamond Engagement Ring,1,visible,"
            <p>Ribbons of precious metal entwine around the center gem in this elegant setting.</p>
            <table>
                <tr>
                    <th colspan=2>Ring Details</th>
                </tr>
                <tr>
                    <th>Product Name:</th>
                    <td>Chamise Diamond Engagement Ring</td>
                </tr>
                <tr>
                    <th>SKU:</th>
                    <td>RING-00060</td>
                </tr>
                <tr>
                    <th>Width:</th>
                    <td>2.5 mm mm</td>
                </tr>
                <tr>
                    <th>Available sizes:</th>
                    <td>4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5</td>
                </tr>
                <tr>
                    <th>Gold Weight:</th>
                    <td>&asymp; 3.8 gm.</td>
                </tr>
                <tr>
                    <th>Available Gold Type:</th>
                    <td>Yellow Gold, Rose Gold, White Gold</td>
                </tr>
                <tr>
                    <th>Available Gold Composition:</th>
                    <td>10K, 14K, 18K</td>
                </tr>
                <tr>
                    <th>Diamond Type:</th>
                    <td>Natural, Lab Grown</td>
                </tr>
                <tr>
                    <th>Gemstone Shape:</th>
                    <td>Round</td>
                </tr>
                <tr>
                    <th>Gemstone Setting:</th>
                    <td>Four-Prong Basket</td>
                </tr>
                <tr>
                    <th>Gemstone Carat Weight:</th>
                    <td>2.0 Ct.</td>
                </tr>
                <tr>
                    <th>Accent Gemstones (Side Diamond):</th>
                    <td>
                        <pre>Type : Natural or lab diamond, depending on selected center diamond<br />Shape : Round<br />Number : 8<br />Min .carat total weight .: 0.08<br />Setting : Shared prong<br />Average color : F/G<br />Average clarity : SI1</pre>
                    </td>
                </tr>
            </table>
            ",,,Rings,"https://image.brilliantearth.com/media/diamond_ring_vto/MT/BE1AS8PD08_yellow_Round_top_2_carat.png,https://image.brilliantearth.com/media/carat_image/2B/BE1AS8PD08_RD_200ct_yellow_side1.jpg,https://image.brilliantearth.com/media/carat_image/B9/BE1AS8PD08_RD_200ct_yellow_side2.jpg,https://image.brilliantearth.com/media/diamond_ring_vto/PY/BE1AS8PD08_rose_Round_top_2_carat.png,https://image.brilliantearth.com/media/carat_image/A7/BE1AS8PD08_RD_200ct_rose_side1.jpg,https://image.brilliantearth.com/media/carat_image/B2/BE1AS8PD08_RD_200ct_rose_side2.jpg,https://image.brilliantearth.com/media/diamond_ring_vto/V1/BE1AS8PD08_white_Round_top_2_carat.png,https://image.brilliantearth.com/media/carat_image/77/BE1AS8PD08_RD_200ct_white_side1.jpg,https://image.brilliantearth.com/media/carat_image/7C/BE1AS8PD08_RD_200ct_white_side2.jpg",,Composition,"10 Kt, 14 Kt, 18 Kt",1,1,10 Kt,Ring Size,"4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5",1,1,4.0,Diamond Type,"Lab Grown, Natural",1,1,Lab Grown,Color,"Rose Gold, White Gold, Yellow Gold",1,1,Yellow Gold
variation,RING-00060-Yellow Gold-Lab Grown-10 Kt,Chamise Diamond Engagement Ring,1,visible,,685.2,825.6918622887998,,https://image.brilliantearth.com/media/diamond_ring_vto/MT/BE1AS8PD08_yellow_Round_top_2_carat.png,RING-00060,Composition,10 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,Yellow Gold,1,1,
variation,RING-00060-Yellow Gold-Natural-10 Kt,Chamise Diamond Engagement Ring,1,visible,,16328.4,20897.153781679175,,https://image.brilliantearth.com/media/diamond_ring_vto/MT/BE1AS8PD08_yellow_Round_top_2_carat.png,RING-00060,Composition,10 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Yellow Gold,1,1,
variation,RING-00060-White Gold-Lab Grown-10 Kt,Chamise Diamond Engagement Ring,1,visible,,685.2,824.6315879225797,,https://image.brilliantearth.com/media/diamond_ring_vto/V1/BE1AS8PD08_white_Round_top_2_carat.png,RING-00060,Composition,10 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,White Gold,1,1,
variation,RING-00060-White Gold-Natural-10 Kt,Chamise Diamond Engagement Ring,1,visible,,16328.4,19506.557266284944,,https://image.brilliantearth.com/media/diamond_ring_vto/V1/BE1AS8PD08_white_Round_top_2_carat.png,RING-00060,Composition,10 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,White Gold,1,1,
variation,RING-00060-Rose Gold-Lab Grown-10 Kt,Chamise Diamond Engagement Ring,1,visible,,685.2,795.5212651536252,,https://image.brilliantearth.com/media/diamond_ring_vto/PY/BE1AS8PD08_rose_Round_top_2_carat.png,RING-00060,Composition,10 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,Rose Gold,1,1,
variation,RING-00060-Rose Gold-Natural-10 Kt,Chamise Diamond Engagement Ring,1,visible,,16328.4,21286.02123569208,,https://image.brilliantearth.com/media/diamond_ring_vto/PY/BE1AS8PD08_rose_Round_top_2_carat.png,RING-00060,Composition,10 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Rose Gold,1,1,
variation,RING-00060-Yellow Gold-Lab Grown-14 Kt,Chamise Diamond Engagement Ring,1,visible,,757.4,950.9330913387392,,https://image.brilliantearth.com/media/diamond_ring_vto/MT/BE1AS8PD08_yellow_Round_top_2_carat.png,RING-00060,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,Yellow Gold,1,1,
variation,RING-00060-Yellow Gold-Natural-14 Kt,Chamise Diamond Engagement Ring,1,visible,,16400.6,19002.19647113713,,https://image.brilliantearth.com/media/diamond_ring_vto/MT/BE1AS8PD08_yellow_Round_top_2_carat.png,RING-00060,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Yellow Gold,1,1,
variation,RING-00060-White Gold-Lab Grown-14 Kt,Chamise Diamond Engagement Ring,1,visible,,757.4,896.0507676664602,,https://image.brilliantearth.com/media/diamond_ring_vto/V1/BE1AS8PD08_white_Round_top_2_carat.png,RING-00060,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,White Gold,1,1,
variation,RING-00060-White Gold-Natural-14 Kt,Chamise Diamond Engagement Ring,1,visible,,16400.6,21628.67693055524,,https://image.brilliantearth.com/media/diamond_ring_vto/V1/BE1AS8PD08_white_Round_top_2_carat.png,RING-00060,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,White Gold,1,1,
variation,RING-00060-Rose Gold-Lab Grown-14 Kt,Chamise Diamond Engagement Ring,1,visible,,757.4,872.211943156146,,https://image.brilliantearth.com/media/diamond_ring_vto/PY/BE1AS8PD08_rose_Round_top_2_carat.png,RING-00060,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,Rose Gold,1,1,
variation,RING-00060-Rose Gold-Natural-14 Kt,Chamise Diamond Engagement Ring,1,visible,,16400.6,19005.585285792135,,https://image.brilliantearth.com/media/diamond_ring_vto/PY/BE1AS8PD08_rose_Round_top_2_carat.png,RING-00060,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Rose Gold,1,1,
variation,RING-00060-Yellow Gold-Lab Grown-18 Kt,Chamise Diamond Engagement Ring,1,visible,,818.2,1071.6723488910336,,https://image.brilliantearth.com/media/diamond_ring_vto/MT/BE1AS8PD08_yellow_Round_top_2_carat.png,RING-00060,Composition,18 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,Yellow Gold,1,1,
variation,RING-00060-Yellow Gold-Natural-18 Kt,Chamise Diamond Engagement Ring,1,visible,,16461.4,20779.437692692307,,https://image.brilliantearth.com/media/diamond_ring_vto/MT/BE1AS8PD08_yellow_Round_top_2_carat.png,RING-00060,Composition,18 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Yellow Gold,1,1,
variation,RING-00060-White Gold-Lab Grown-18 Kt,Chamise Diamond Engagement Ring,1,visible,,818.2,1016.0221285290086,,https://image.brilliantearth.com/media/diamond_ring_vto/V1/BE1AS8PD08_white_Round_top_2_carat.png,RING-00060,Composition,18 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,White Gold,1,1,
variation,RING-00060-White Gold-Natural-18 Kt,Chamise Diamond Engagement Ring,1,visible,,16461.4,20624.498781148148,,https://image.brilliantearth.com/media/diamond_ring_vto/V1/BE1AS8PD08_white_Round_top_2_carat.png,RING-00060,Composition,18 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,White Gold,1,1,
variation,RING-00060-Rose Gold-Lab Grown-18 Kt,Chamise Diamond Engagement Ring,1,visible,,818.2,1079.9936840363305,,https://image.brilliantearth.com/media/diamond_ring_vto/PY/BE1AS8PD08_rose_Round_top_2_carat.png,RING-00060,Composition,18 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,Rose Gold,1,1,
variation,RING-00060-Rose Gold-Natural-18 Kt,Chamise Diamond Engagement Ring,1,visible,,16461.4,19699.516796691143,,https://image.brilliantearth.com/media/diamond_ring_vto/PY/BE1AS8PD08_rose_Round_top_2_carat.png,RING-00060,Composition,18 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Rose Gold,1,1,
